BuchungsID,KostenstellenID,KontoID,Datum,Betrag_Ist,Buchungstext
B00440,K500,A40,2026-10-30,51.69,Hotel Uebernachtung
B00441,K500,A40,2026-10-21,54.01,Hotel Uebernachtung
B00442,K500,A40,2026-11-05,722.66,Bahnticket
B00443,K500,A40,2026-11-03,78.51,Bahnticket
B00444,K500,A40,2026-12-19,163.56,Reisekosten Kundenbesuch
B00445,K500,A40,2026-12-12,591.86,Hotel Uebernachtung
B00446,K500,A50,2026-01-02,4738.27,Cloud-Hosting
B00447,K500,A50,2026-02-20,4603.38,IT-Support extern
B00448,K500,A50,2026-03-31,3539.73,IT-Support extern
B00449,K500,A50,2026-03-29,1193.53,Softwarelizenz
B00450,K500,A50,2026-03-15,220.48,IT-Support extern
B00451,K500,A50,2026-04-17,3134.91,Softwarelizenz
B00452,K500,A50,2026-04-02,1706.82,Cloud-Hosting
B00453,K500,A50,2026-05-23,1000.2,Softwarelizenz
B00454,K500,A50,2026-05-17,4290.88,IT-Support extern
B00455,K500,A50,2026-06-15,669.29,IT-Support extern
B00456,K500,A50,2026-06-17,3852.38,IT-Support extern
B00457,K500,A50,2026-07-13,82.83,Cloud-Hosting
B00458,K500,A50,2026-07-25,4587.25,Cloud-Hosting
B00459,K500,A50,2026-08-03,1414.98,Cloud-Hosting
B00460,K500,A50,2026-08-04,3088.54,IT-Support extern
B00461,K500,A50,2026-09-28,236.25,Softwarelizenz
B00462,K500,A50,2026-09-11,1979.49,Softwarelizenz
B00463,K500,A50,2026-09-19,2589.89,IT-Support extern
B00464,K500,A50,2026-10-05,2189.58,IT-Support extern
B00465,K500,A50,2026-10-23,8189.41,Softwarelizenz
B00466,K500,A50,2026-11-27,2766.47,Softwarelizenz
B00467,K500,A50,2026-11-22,1981.35,IT-Support extern
B00468,K500,A50,2026-12-03,1990.65,IT-Support extern
B00469,K500,A50,2026-12-22,248.24,Cloud-Hosting
B00470,K500,A50,2026-12-17,3239.63,Cloud-Hosting
B00471,K500,A60,2026-01-11,1673.55,Kleinanschaffung
B00472,K500,A60,2026-02-03,2021.65,Kleinanschaffung
B00473,K500,A60,2026-03-27,25.15,Sonstiges
B00474,K500,A60,2026-03-29,1264.19,Sonstiges
B00475,K500,A60,2026-03-02,427.61,Sonstiges
B00476,K500,A60,2026-04-20,1942.87,Kleinanschaffung
B00477,K500,A60,2026-05-26,28.77,Buerobedarf
B00478,K500,A60,2026-05-24,302.87,Kleinanschaffung
B00479,K500,A60,2026-05-02,1307.24,Kleinanschaffung
B00480,K500,A60,2026-06-20,823.07,Kleinanschaffung
B00481,K500,A60,2026-06-25,1103.4,Sonstiges
B00482,K500,A60,2026-07-10,1771.67,Kleinanschaffung
B00483,K500,A60,2026-08-15,434.71,Kleinanschaffung
B00484,K500,A60,2026-08-25,708.36,Kleinanschaffung
B00485,K500,A60,2026-08-25,629.57,Kleinanschaffung
B00486,K500,A60,2026-09-27,1810.84,Buerobedarf
B00487,K500,A60,2026-10-02,213.55,Sonstiges
B00488,K500,A60,2026-10-16,1514.43,Kleinanschaffung
B00489,K500,A60,2026-11-28,861.45,Buerobedarf
B00490,K500,A60,2026-11-10,633.67,Buerobedarf
B00491,K500,A60,2026-11-25,174.41,Buerobedarf
B00492,K500,A60,2026-12-27,1994.64,Kleinanschaffung
B00493,K600,A10,2026-01-29,17119.17,Lohnnebenkosten
B00494,K600,A10,2026-01-30,10981.84,Gehaltslauf
B00495,K600,A10,2026-02-08,15051.92,Lohnnebenkosten
B00496,K600,A10,2026-02-03,10531.81,Lohnnebenkosten
B00497,K600,A10,2026-03-27,24578.53,Freelancer-Honorar
B00498,K600,A10,2026-04-02,28914.72,Lohnnebenkosten
B00499,K600,A10,2026-05-25,27418.46,Freelancer-Honorar
B00500,K600,A10,2026-06-01,27206.78,Lohnnebenkosten
B00501,K600,A10,2026-07-17,12017.5,Lohnnebenkosten
B00502,K600,A10,2026-07-04,7705.7,Lohnnebenkosten
B00503,K600,A10,2026-07-08,3715.81,Lohnnebenkosten
B00504,K600,A10,2026-08-15,13275.7,Gehaltslauf
B00505,K600,A10,2026-08-04,9116.82,Lohnnebenkosten
B00506,K600,A10,2026-08-20,1401.68,Freelancer-Honorar
B00507,K600,A10,2026-09-23,25324.76,Gehaltslauf
B00508,K600,A10,2026-10-08,8290.86,Freelancer-Honorar
B00509,K600,A10,2026-10-14,14345.96,Gehaltslauf
B00510,K600,A10,2026-11-03,13881.43,Freelancer-Honorar
B00511,K600,A10,2026-11-18,10198.62,Freelancer-Honorar
B00512,K600,A10,2026-12-13,27319.59,Lohnnebenkosten
B00513,K600,A50,2026-01-09,1139.0,IT-Support extern
B00514,K600,A50,2026-01-01,848.4,Cloud-Hosting
B00515,K600,A50,2026-02-25,2118.73,IT-Support extern
B00516,K600,A50,2026-03-12,2100.84,IT-Support extern
B00517,K600,A50,2026-04-23,483.69,Cloud-Hosting
B00518,K600,A50,2026-04-21,1703.6,Softwarelizenz
B00519,K600,A50,2026-05-02,1893.03,Cloud-Hosting
B00520,K600,A50,2026-05-07,70.71,Softwarelizenz
B00521,K600,A50,2026-06-30,1583.45,Cloud-Hosting
B00522,K600,A50,2026-06-17,841.97,Cloud-Hosting
B00523,K600,A50,2026-07-02,1489.6,IT-Support extern
B00524,K600,A50,2026-07-07,784.79,Cloud-Hosting
B00525,K600,A50,2026-08-09,1682.34,Softwarelizenz
B00526,K600,A50,2026-08-26,583.88,Cloud-Hosting
B00527,K600,A50,2026-09-29,1301.03,Cloud-Hosting
B00528,K600,A50,2026-09-11,775.49,Softwarelizenz
B00529,K600,A50,2026-10-09,33.29,Softwarelizenz
B00530,K600,A50,2026-10-24,1147.63,Cloud-Hosting
B00531,K600,A50,2026-10-03,961.57,Cloud-Hosting
B00532,K600,A50,2026-11-10,1306.05,Cloud-Hosting
B00533,K600,A50,2026-11-04,910.11,Softwarelizenz
B00534,K600,A50,2026-11-11,129.55,IT-Support extern
B00535,K600,A50,2026-12-06,696.02,IT-Support extern
B00536,K600,A50,2026-12-15,1375.69,Cloud-Hosting
B00537,K600,A60,2026-01-20,2154.67,Kleinanschaffung
B00538,K600,A60,2026-01-09,323.13,Sonstiges
B00539,K600,A60,2026-02-22,2750.41,Sonstiges
B00540,K600,A60,2026-03-31,2339.81,Buerobedarf
B00541,K600,A60,2026-04-02,1790.82,Buerobedarf
B00542,K600,A60,2026-04-03,541.77,Buerobedarf
B00543,K600,A60,2026-05-31,441.68,Sonstiges
B00544,K600,A60,2026-05-02,1895.02,Sonstiges
B00545,K600,A60,2026-06-12,1535.86,Kleinanschaffung
B00546,K600,A60,2026-06-25,707.44,Buerobedarf
B00547,K600,A60,2026-07-11,233.4,Sonstiges
B00548,K600,A60,2026-07-09,2155.97,Buerobedarf
B00549,K600,A60,2026-08-16,2163.14,Sonstiges
B00550,K600,A60,2026-09-25,1580.16,Kleinanschaffung
B00551,K600,A60,2026-09-23,784.11,Kleinanschaffung
B00552,K600,A60,2026-10-07,1656.79,Buerobedarf
B00553,K600,A60,2026-10-05,695.69,Buerobedarf
B00554,K600,A60,2026-11-03,728.94,Sonstiges
B00555,K600,A60,2026-11-28,1853.33,Kleinanschaffung
B00556,K600,A60,2026-12-18,1889.23,Kleinanschaffung
B00557,K600,A60,2026-12-29,526.16,Kleinanschaffung
B00558,K600,A60,2026-12-28,106.79,Buerobedarf
B00559,K700,A10,2026-01-26,29925.4,Lohnnebenkosten
B00560,K700,A10,2026-02-26,23867.59,Gehaltslauf
B00561,K700,A10,2026-03-18,21456.27,Freelancer-Honorar
B00562,K700,A10,2026-03-12,4219.86,Lohnnebenkosten
B00563,K700,A10,2026-04-29,6817.73,Gehaltslauf
B00564,K700,A10,2026-04-03,681.32,Lohnnebenkosten
B00565,K700,A10,2026-04-13,20074.17,Freelancer-Honorar
B00566,K700,A10,2026-05-27,17429.62,Freelancer-Honorar
B00567,K700,A10,2026-05-03,9737.11,Gehaltslauf
B00568,K700,A10,2026-06-15,5647.62,Freelancer-Honorar
B00569,K700,A10,2026-06-17,23020.28,Lohnnebenkosten
B00570,K700,A10,2026-07-21,4403.97,Freelancer-Honorar
B00571,K700,A10,2026-07-06,7422.46,Gehaltslauf
B00572,K700,A10,2026-07-14,15748.36,Freelancer-Honorar
B00573,K700,A10,2026-08-17,24361.17,Gehaltslauf
B00574,K700,A10,2026-09-12,23649.2,Freelancer-Honorar
B00575,K700,A10,2026-10-07,11928.01,Freelancer-Honorar
B00576,K700,A10,2026-10-31,17961.06,Freelancer-Honorar
B00577,K700,A10,2026-11-18,1229.14,Gehaltslauf
B00578,K700,A10,2026-11-17,20178.88,Freelancer-Honorar
B00579,K700,A10,2026-11-06,5234.69,Freelancer-Honorar
B00580,K700,A10,2026-12-24,1555.39,Freelancer-Honorar
B00581,K700,A10,2026-12-11,3199.89,Freelancer-Honorar
B00582,K700,A10,2026-12-02,20376.68,Gehaltslauf
B00583,K700,A20,2026-01-09,3410.46,Ersatzteile
B00584,K700,A20,2026-01-07,2003.66,Ersatzteile
B00585,K700,A20,2026-01-14,5044.07,Ersatzteile
B00586,K700,A20,2026-02-10,5543.13,Ersatzteile
B00587,K700,A20,2026-02-10,1592.43,Verpackungsmaterial
B00588,K700,A20,2026-02-08,2784.91,Ersatzteile
B00589,K700,A20,2026-03-06,9581.95,Verpackungsmaterial
B00590,K700,A20,2026-04-20,5043.31,Rechnung Lieferant Rohstoffe
B00591,K700,A20,2026-04-11,4574.98,Ersatzteile
B00592,K700,A20,2026-05-13,9042.76,Rechnung Lieferant Rohstoffe
B00593,K700,A20,2026-05-25,1772.61,Verpackungsmaterial
B00594,K700,A20,2026-06-15,8814.06,Rechnung Lieferant Rohstoffe
B00595,K700,A20,2026-07-02,8943.73,Verpackungsmaterial
B00596,K700,A20,2026-08-08,4118.87,Rechnung Lieferant Rohstoffe
B00597,K700,A20,2026-08-27,7061.33,Verpackungsmaterial
B00598,K700,A20,2026-09-25,10793.14,Rechnung Lieferant Rohstoffe
B00599,K700,A20,2026-10-29,8218.74,Verpackungsmaterial
B00600,K700,A20,2026-10-16,1605.92,Rechnung Lieferant Rohstoffe
B00601,K700,A20,2026-11-08,3302.77,Rechnung Lieferant Rohstoffe
B00602,K700,A20,2026-11-19,5828.32,Verpackungsmaterial
B00603,K700,A20,2026-12-29,4129.51,Ersatzteile
B00604,K700,A20,2026-12-22,1968.94,Verpackungsmaterial
B00605,K700,A20,2026-12-10,2725.06,Ersatzteile
B00606,K700,A40,2026-01-29,925.04,Bahnticket
B00607,K700,A40,2026-02-02,399.03,Bahnticket
B00608,K700,A40,2026-02-02,782.18,Hotel Uebernachtung
B00609,K700,A40,2026-03-03,392.56,Bahnticket
B00610,K700,A40,2026-03-17,657.51,Bahnticket
B00611,K700,A40,2026-04-22,15.94,Hotel Uebernachtung
B00612,K700,A40,2026-04-04,638.68,Reisekosten Kundenbesuch
B00613,K700,A40,2026-04-04,393.02,Bahnticket
B00614,K700,A40,2026-05-31,21.85,Bahnticket
B00615,K700,A40,2026-05-25,529.74,Reisekosten Kundenbesuch
B00616,K700,A40,2026-05-07,649.76,Hotel Uebernachtung
B00617,K700,A40,2026-06-02,1998.9,Reisekosten Kundenbesuch
B00618,K700,A40,2026-07-15,115.44,Reisekosten Kundenbesuch
B00619,K700,A40,2026-07-20,584.34,Hotel Uebernachtung
B00620,K700,A40,2026-07-05,491.19,Bahnticket
B00621,K700,A40,2026-08-20,500.06,Hotel Uebernachtung
B00622,K700,A40,2026-08-27,575.85,Bahnticket
B00623,K700,A40,2026-09-18,242.41,Bahnticket
B00624,K700,A40,2026-09-23,347.11,Hotel Uebernachtung
B00625,K700,A40,2026-09-10,504.43,Bahnticket
B00626,K700,A40,2026-10-14,1078.24,Hotel Uebernachtung
B00627,K700,A40,2026-11-20,1169.43,Bahnticket
B00628,K700,A40,2026-12-19,886.95,Reisekosten Kundenbesuch
B00629,K700,A40,2026-12-24,24.09,Reisekosten Kundenbesuch
B00630,K700,A40,2026-12-19,187.5,Bahnticket
B00631,K700,A50,2026-01-25,1531.79,Cloud-Hosting
B00632,K700,A50,2026-01-05,2765.41,IT-Support extern
B00633,K700,A50,2026-01-08,878.72,Softwarelizenz
B00634,K700,A50,2026-02-01,5486.79,Cloud-Hosting
B00635,K700,A50,2026-03-14,4629.94,IT-Support extern
B00636,K700,A50,2026-04-23,5897.34,Softwarelizenz
B00637,K700,A50,2026-05-17,3861.71,Cloud-Hosting
B00638,K700,A50,2026-05-11,1409.89,Softwarelizenz
B00639,K700,A50,2026-06-12,2021.14,IT-Support extern
B00640,K700,A50,2026-06-25,3052.03,IT-Support extern
B00641,K700,A50,2026-06-22,130.64,IT-Support extern
B00642,K700,A50,2026-07-07,3113.16,Softwarelizenz
B00643,K700,A50,2026-07-09,1902.51,IT-Support extern
B00644,K700,A50,2026-08-25,4276.25,Cloud-Hosting
B00645,K700,A50,2026-08-23,1374.9,Softwarelizenz
B00646,K700,A50,2026-09-12,3741.59,IT-Support extern
B00647,K700,A50,2026-09-30,1522.97,IT-Support extern
B00648,K700,A50,2026-10-13,1536.14,Cloud-Hosting
B00649,K700,A50,2026-10-27,2103.87,Cloud-Hosting
B00650,K700,A50,2026-10-31,932.57,Softwarelizenz
B00651,K700,A50,2026-11-12,4796.11,Cloud-Hosting
B00652,K700,A50,2026-12-07,5595.38,IT-Support extern
B00653,K700,A60,2026-01-05,648.59,Buerobedarf
B00654,K700,A60,2026-01-20,1003.94,Sonstiges
B00655,K700,A60,2026-02-08,855.96,Sonstiges
B00656,K700,A60,2026-02-08,206.76,Buerobedarf
B00657,K700,A60,2026-02-04,505.61,Kleinanschaffung
B00658,K700,A60,2026-03-01,1624.94,Sonstiges
B00659,K700,A60,2026-04-16,876.94,Sonstiges
B00660,K700,A60,2026-04-07,714.39,Kleinanschaffung
B00661,K700,A60,2026-05-21,1696.16,Sonstiges
B00662,K700,A60,2026-06-30,1719.34,Buerobedarf
B00663,K700,A60,2026-07-27,1794.02,Kleinanschaffung
B00664,K700,A60,2026-08-29,1127.86,Buerobedarf
B00665,K700,A60,2026-08-01,447.08,Kleinanschaffung
B00666,K700,A60,2026-09-10,557.9,Kleinanschaffung
B00667,K700,A60,2026-09-21,949.42,Sonstiges
B00668,K700,A60,2026-10-28,1835.37,Sonstiges
B00669,K700,A60,2026-11-11,1528.73,Buerobedarf
B00670,K700,A60,2026-12-01,1768.0,Sonstiges
B00671,K800,A10,2026-01-06,36159.78,Freelancer-Honorar
B00672,K800,A10,2026-02-17,42697.3,Lohnnebenkosten
B00673,K800,A10,2026-02-03,1572.62,Lohnnebenkosten
B00674,K800,A10,2026-03-16,36265.41,Lohnnebenkosten
B00675,K800,A10,2026-04-08,4091.45,Lohnnebenkosten
B00676,K800,A10,2026-04-25,31277.17,Lohnnebenkosten
B00677,K800,A10,2026-05-01,1111.7,Lohnnebenkosten
B00678,K800,A10,2026-05-21,4745.68,Lohnnebenkosten
B00679,K800,A10,2026-05-23,32642.1,Gehaltslauf
B00680,K800,A10,2026-06-06,18122.8,Lohnnebenkosten
B00681,K800,A10,2026-06-22,15344.36,Freelancer-Honorar
B00682,K800,A10,2026-07-23,27305.13,Gehaltslauf
B00683,K800,A10,2026-07-21,17155.2,Lohnnebenkosten
B00684,K800,A10,2026-08-16,35543.51,Gehaltslauf
B00685,K800,A10,2026-09-14,33255.03,Freelancer-Honorar
B00686,K800,A10,2026-09-18,10209.07,Lohnnebenkosten
B00687,K800,A10,2026-10-25,42877.7,Gehaltslauf
B00688,K800,A10,2026-11-17,40467.7,Lohnnebenkosten
B00689,K800,A10,2026-12-04,26660.75,Gehaltslauf
B00690,K800,A10,2026-12-27,3762.15,Freelancer-Honorar
B00691,K800,A10,2026-12-29,7105.2,Freelancer-Honorar
B00692,K800,A40,2026-01-11,2993.59,Hotel Uebernachtung
B00693,K800,A40,2026-02-16,2032.9,Reisekosten Kundenbesuch
B00694,K800,A40,2026-02-17,796.57,Bahnticket
B00695,K800,A40,2026-02-26,350.01,Reisekosten Kundenbesuch
B00696,K800,A40,2026-03-19,2242.98,Reisekosten Kundenbesuch
B00697,K800,A40,2026-03-18,809.88,Bahnticket
B00698,K800,A40,2026-04-13,2956.63,Bahnticket
B00699,K800,A40,2026-05-03,354.76,Reisekosten Kundenbesuch
B00700,K800,A40,2026-05-14,1388.27,Bahnticket
B00701,K800,A40,2026-05-23,1609.22,Reisekosten Kundenbesuch
B00702,K800,A40,2026-06-30,2723.26,Bahnticket
B00703,K800,A40,2026-07-25,2845.54,Hotel Uebernachtung
B00704,K800,A40,2026-08-12,2285.95,Bahnticket
B00705,K800,A40,2026-08-15,1036.84,Bahnticket
B00706,K800,A40,2026-09-05,2186.43,Hotel Uebernachtung
B00707,K800,A40,2026-09-28,184.91,Bahnticket
B00708,K800,A40,2026-09-04,788.84,Reisekosten Kundenbesuch
B00709,K800,A40,2026-10-24,3119.47,Reisekosten Kundenbesuch
B00710,K800,A40,2026-11-15,1497.5,Hotel Uebernachtung
B00711,K800,A40,2026-11-24,1869.12,Hotel Uebernachtung
B00712,K800,A40,2026-12-08,2939.66,Bahnticket
B00713,K800,A50,2026-01-02,3540.41,IT-Support extern
B00714,K800,A50,2026-02-08,4042.56,Softwarelizenz
B00715,K800,A50,2026-03-20,520.44,IT-Support extern
B00716,K800,A50,2026-03-23,3217.6,Softwarelizenz
B00717,K800,A50,2026-04-08,1136.71,IT-Support extern
B00718,K800,A50,2026-04-07,2146.63,Softwarelizenz
B00719,K800,A50,2026-05-27,4143.29,IT-Support extern
B00720,K800,A50,2026-06-08,1255.53,Cloud-Hosting
B00721,K800,A50,2026-06-29,2665.08,Softwarelizenz
B00722,K800,A50,2026-07-10,2992.5,Cloud-Hosting
B00723,K800,A50,2026-07-02,1029.8,IT-Support extern
B00724,K800,A50,2026-08-21,4374.43,IT-Support extern
B00725,K800,A50,2026-09-21,1197.87,IT-Support extern
B00726,K800,A50,2026-09-13,2585.31,IT-Support extern
B00727,K800,A50,2026-10-10,3665.68,Cloud-Hosting
B00728,K800,A50,2026-11-28,3730.53,Softwarelizenz
B00729,K800,A50,2026-12-30,2195.62,Softwarelizenz
B00730,K800,A50,2026-12-18,1742.57,Cloud-Hosting
B00731,K800,A60,2026-01-13,2533.32,Buerobedarf
B00732,K800,A60,2026-02-15,2225.38,Kleinanschaffung
B00733,K800,A60,2026-03-02,2419.63,Kleinanschaffung
B00734,K800,A60,2026-04-28,2419.18,Buerobedarf
B00735,K800,A60,2026-05-07,360.51,Kleinanschaffung
B00736,K800,A60,2026-05-07,1701.06,Kleinanschaffung
B00737,K800,A60,2026-05-10,404.19,Buerobedarf
B00738,K800,A60,2026-06-24,2132.23,Kleinanschaffung
B00739,K800,A60,2026-07-13,2608.51,Buerobedarf
B00740,K800,A60,2026-08-15,1109.8,Sonstiges
B00741,K800,A60,2026-08-21,1457.06,Kleinanschaffung
B00742,K800,A60,2026-09-15,466.06,Buerobedarf
B00743,K800,A60,2026-09-26,1789.13,Sonstiges
B00744,K800,A60,2026-10-12,2584.93,Kleinanschaffung
B00745,K800,A60,2026-11-24,2402.46,Buerobedarf
B00746,K800,A60,2026-12-19,1482.45,Sonstiges
B00747,K800,A60,2026-12-14,312.4,Kleinanschaffung
B00748,K800,A60,2026-12-05,505.87,Buerobedarf
